id,original,surface,pronunciation,type,category,org,debut_year,status,image,image_page,wikidata,channel,description,subscribers,subscribers_as_of
66,あるごめとりい,あるごめとりい,アルゴメトリイ,full,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_16bba660bc.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_16bba660bc.svg,Q116893817,あるごめとりい,未解決事件や都市伝説などに関するミステリーやホラー系のドキュメンタリー動画を投稿している。,1350000,2026-08-15
67,あわつまい,あわつまい,アワツマイ,full,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_e3ef4dafcb.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_e3ef4dafcb.svg,Q56253675,あわつまい Official Channel,モデル、女優、YouTuber。,37600,2026-08-15
68,いけちゃん,いけちゃん,イケチャン,full,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_a1ec8e20ae.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_a1ec8e20ae.svg,Q124131968,いけちゃん / ikechan,グラビアアイドル。,824000,2026-08-15
69,いっせい,いっせい,イッセイ,full,youtuber,NA,2014,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_4983971fcc.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_4983971fcc.svg,Q135689324,ISSEI / いっせい,2025年に『Forbes Japan』の30アンダー30 （30歳未満の30人）にも選出されている。,76000000,2026-08-15
70,いよたなるみ,いよたなるみ,イヨタナルミ,full,youtuber,ボンボンTV,2018,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_985b5714b5.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_985b5714b5.svg,Q104012715,いよたなるみ,女優。,113000,2026-08-15
71,うごくちゃん,うごくちゃん,ウゴクチャン,full,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_9bf4ffb483.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_9bf4ffb483.svg,Q105259777,NA,ゲーム実況者。,NA,NA
72,おさき,おさき,オサキ,full,youtuber,NA,2018,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_88f4df77ca.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_88f4df77ca.svg,Q126005226,おさき日記,TikToker、インフルエンサー、元子役。,1110000,2026-08-15
73,おのだ,おのだ,オノダ,full,youtuber,NA,2017,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_c5dda07a8e.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_c5dda07a8e.svg,Q123405028,おのだまさし,旅行系YouTuber、実業家。,55700,2026-08-15
74,おらふくん,おらふくん,オラフクン,full,youtuber,ドズル社,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_00d8c5e92e.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_00d8c5e92e.svg,Q118232630,おらふくん / ドズル社,ゲーム実況グループ「ドズル社」のメンバー。,988000,2026-08-15
75,おんりー,おんりー,オンリー,full,youtuber,ドズル社,2019,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_92d7919611.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_92d7919611.svg,Q116312004,おんりー / ドズル社,ゲーム実況グループ「ドズル社」のメンバー。,1690000,2026-08-15
76,かこちん,かこちん,カコチン,full,youtuber,NA,2020,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_86404ff883.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_86404ff883.svg,Q115530226,日常かこちん,元YouTuber。,238000,2026-08-15
77,かざり,かざり,カザリ,full,youtuber,NA,2017,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_c9f46de22f.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_c9f46de22f.svg,Q65234402,かざりぷろじぇくと,日本のタレント、女優。,351000,2026-08-15
78,かす,かす,カス,full,youtuber,NA,2016,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_9965927807.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_9965927807.svg,Q131881570,かす,ファッションモデル。,1420000,2026-08-15
80,かずのすけ,かずのすけ,カズノスケ,full,youtuber,NA,2019,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_cab258b59e.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_cab258b59e.svg,Q97576859,かずのすけ,経営者、ブロガー、YouTuber。,656000,2026-08-15
81,かっつー,かっつー,カッツー,full,youtuber,NA,2019,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_1a5068e227.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_1a5068e227.svg,Q106478425,かっつー kattu,NA,1260000,2026-08-15
82,かねこあや,かねこあや,カネコアヤ,full,youtuber,NA,2015,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_08fab55114.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_08fab55114.svg,Q115529437,かねこあや,母親が日本と中国とフィリピンの混血である。,309000,2026-08-15
83,かほなん,かほなん,カホナン,full,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_7e30ca957f.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_7e30ca957f.svg,Q95164829,さばいどるチャンネル,女性アイドル、YouTuber。,455000,2026-08-15
84,きぬ,きぬ,キヌ,full,youtuber,NA,2016,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_d2c7cd181d.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_d2c7cd181d.svg,Q131881603,きぬちゃんねる,NA,666000,2026-08-15
85,きばるん,きばるん,キバルン,full,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_285696b7cc.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_285696b7cc.svg,Q131881210,きばるん 키바룬,元Viner。,724000,2026-08-15
86,きょんくま,きょんくま,キョンクマ,full,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_d7fdd6147d.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_d7fdd6147d.svg,Q85868732,きょんくま,ファンネームは「きょんくま部」。,1710000,2026-08-15
87,くりえみ,くりえみ,クリエミ,full,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_d67fab4576.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_d67fab4576.svg,Q17130029,KURIEMI CRYPTO,日テレジェニック2012、ミスアクション2014、ミリタリーアイドルグループ・転校少女歌撃団の元メンバー。,3730,2026-08-15
88,ぐんぴぃ,ぐんぴぃ,グンピィ,full,youtuber,春とヒコーキ,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_fe1d916caf.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_fe1d916caf.svg,Q139971226,バキ童チャンネル【ぐんぴぃ】,お笑いコンビ、YouTuber。,2040000,2026-08-15
89,けいちゃん,けいちゃん,ケイチャン,full,youtuber,NA,2016,current,http://commons.wikimedia.org/wiki/Special:FilePath/Yokohama_International_Film_Festival_2023_Keichan_%2853090993950%29.jpg,https://commons.wikimedia.org/wiki/File:Yokohama_International_Film_Festival_2023_Keichan_%2853090993950%29.jpg,Q109287889,けいちゃん / Keichan,ピアニスト、トラックメイカー、シンガーソングライター、YouTuber。,1430000,2026-08-15
90,けみお,けみお,ケミオ,full,youtuber,NA,2014,current,http://commons.wikimedia.org/wiki/Special:FilePath/%E3%81%91%E3%81%BF%E3%81%8A.png,https://commons.wikimedia.org/wiki/File:%E3%81%91%E3%81%BF%E3%81%8A.png,Q24862468,kemio,ファッションモデル、タレント、エッセイスト、歌手、元Viner、ジャニーズJr.の元メンバー。,2130000,2026-08-15
91,けんた食堂,けんた食堂,ケンタショクドウ,full,youtuber,NA,2007,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_b95f6e8097.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_b95f6e8097.svg,Q131010498,けんた食堂,日本のYouTubeチャンネルである。,2120000,2026-08-15
92,こうちゃん,こうちゃん,コウチャン,full,youtuber,NA,2017,current,http://commons.wikimedia.org/wiki/Special:FilePath/K%C5%8Dhei_Watanabe_2020-01-15.png,https://commons.wikimedia.org/wiki/File:K%C5%8Dhei_Watanabe_2020-01-15.png,Q83680554,こうちゃんねる,クイズプレイヤー、クイズ作家、ライター、YouTuber、プロ雀士。,74800,2026-08-15
93,こたにな々,こたにな々,コタニナナ,full,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_2a9a72bc46.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_2a9a72bc46.svg,Q121645472,こたにな々 TAROT Channel 🎀恋愛タロット占い🎀,音楽やYouTuberなどのカルチャーに関する執筆活動（主にコラムやインタビュー）を軸に、本人による占い関連の仕事も行っている。,13700,2026-08-15
94,こはならむ,こはならむ,コハナラム,full,youtuber,NA,2013,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_9a695a3741.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_9a695a3741.svg,Q110403041,こはならむ- Kohana Lam -,女性歌手、YouTuber。,684000,2026-08-15
95,こぴ,こぴ,コピ,full,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_3d22672344.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_3d22672344.svg,Q98757899,こぴ,女性歌手、女優、YouTuber。,420000,2026-08-15
96,さいとうなおき,さいとうなおき,サイトウナオキ,full,youtuber,NA,2023,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_6d371eaf78.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_6d371eaf78.svg,Q87866165,さいとうなおき2,イラストレーター、漫画家、YouTuber。,836000,2026-08-15
97,さがらごうち,さがらごうち,サガラゴウチ,full,youtuber,NA,2018,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_aa51b4a71a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_aa51b4a71a.svg,Q112238100,さがらごうち,NA,225000,2026-08-15
98,さくまみお,さくまみお,サクマミオ,full,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_d00b1c2bd5.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_d00b1c2bd5.svg,Q20040264,さくまみおの美ボディ研究部,タレント、女優。,299000,2026-08-15
99,さくら,さくら,サクラ,full,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_7888a6b8d2.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_7888a6b8d2.svg,Q110403042,さくらチャンネル,ファッションモデル、YouTuber、TikToker、インフルエンサー。,895000,2026-08-15
100,しにがみ,しにがみ,シニガミ,full,youtuber,日常組,2008,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_c1e9029019.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_c1e9029019.svg,Q107525057,しにがみの巣,主にMinecraftの実況動画を主軸にしている日本の4人組グループYouTuber。,816000,2026-08-15
102,しばゆー,しばゆー,シバユー,full,youtuber,東海オンエア,NA,current,http://commons.wikimedia.org/wiki/Special:FilePath/Shibata_Yusuke.png,https://commons.wikimedia.org/wiki/File:Shibata_Yusuke.png,Q85869003,ニンマリシティへようこそ,岡崎市を拠点に活動するYouTuberグループ「東海オンエア」のメンバー。,270000,2026-08-15
103,しんたろー,しんたろー,シンタロー,full,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_bc4c30a3ad.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_bc4c30a3ad.svg,Q135689296,しんたろーchannel,男性TikToker、YouTuber、インフルエンサーである。,170000,2026-08-15
104,しーさー,しーさー,シーサー,full,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_b5576a6409.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_b5576a6409.svg,Q131993020,しーさー 文房具 / Seasar Stationery,文房具系YouTuber、文房具会社SEASARの代表である。,1050000,2026-08-15
105,矢倉高士,矢倉,ヤグラ,family,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_a03f1a69ec.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_a03f1a69ec.svg,,じぇいそる,日本のプロポーカープレイヤー。,109000,2026-08-15
105,矢倉高士,高士,タカシ,given,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_a03f1a69ec.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_a03f1a69ec.svg,,じぇいそる,日本のプロポーカープレイヤー。,109000,2026-08-15
105,矢倉高士,矢倉高士,ヤグラタカシ,full,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_a03f1a69ec.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_a03f1a69ec.svg,,じぇいそる,日本のプロポーカープレイヤー。,109000,2026-08-15
106,じゅんな,じゅんな,ジュンナ,full,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_5c1be59e94.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_5c1be59e94.svg,Q118696707,じゅんな JUNNA,女性アイドル、タレント、ファッションモデル、YouTuber、インフルエンサー。,40700,2026-08-15
107,じゅんや,じゅんや,ジュンヤ,full,youtuber,NA,2020,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_04846fe880.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_04846fe880.svg,Q104012727,Junya.じゅんや,TikToker、YouTuber。,38900000,2026-08-15
108,せきぐちあいみ,せきぐちあいみ,セキグチアイミ,full,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_9fcc3ac38b.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_9fcc3ac38b.svg,Q11655626,SekiguchiAimiCHANNEL,日本の芸術家でVR/AR/MR/NFT/Metaverseアーティスト・ライブペインターである。,60500,2026-08-15
109,たかまつなな,たかまつなな,タカマツナナ,full,youtuber,日本放送協会/笑下村塾,2014,current,http://commons.wikimedia.org/wiki/Special:FilePath/Takamatsu_Nana_2015-08.jpg,https://commons.wikimedia.org/wiki/File:Takamatsu_Nana_2015-08.jpg,Q17160632,たかまつななのSocial Action!,お笑いジャーナリスト、YouTuber、番組プロデューサー、コンサルタントとしても活動。,241000,2026-08-15
110,たむらかえ,たむらかえ,タムラカエ,full,youtuber,NA,2021,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_16d14dd04b.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_16d14dd04b.svg,Q132432554,たむらかえ2,東京大学大学院理学系研究科修士課程修了。,324000,2026-08-15
111,ちゃんねる鰐,ちゃんねる鰐,チャンネルワニ,full,youtuber,NA,2011,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_1a9bf3b22c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_1a9bf3b22c.svg,Q108109357,ちゃんねる鰐,YouTuber「鰐（男性。,1010000,2026-08-15
