id,original,surface,pronunciation,subject,description,image,image_page,wikidata
87,宮沢賢治,宮沢賢治,ミヤザワケンジ,国語,やまなしや注文の多い料理店の作者。小中の教科書に何度も登場する。,http://commons.wikimedia.org/wiki/Special:FilePath/Miyazawa_Kenji.jpg,https://commons.wikimedia.org/wiki/File:Miyazawa_Kenji.jpg,Q55993
88,芥川龍之介,芥川龍之介,アクタガワリュウノスケ,国語,羅生門や蜘蛛の糸の作者。中学の国語で近代文学の作家として学ぶ。,http://commons.wikimedia.org/wiki/Special:FilePath/AkutagawaRyunosuke.jpg,https://commons.wikimedia.org/wiki/File:AkutagawaRyunosuke.jpg,Q186326
89,太宰治,太宰治,ダザイオサム,国語,走れメロスの作者。中学二年の定番教材の書き手として名を覚える。,http://commons.wikimedia.org/wiki/Special:FilePath/Osamu_Dazai.jpg,https://commons.wikimedia.org/wiki/File:Osamu_Dazai.jpg,Q317685
90,新美南吉,新美南吉,ニイミナンキチ,国語,ごんぎつねや手袋を買いにの作者。小学校の物語教材でおなじみ。,http://commons.wikimedia.org/wiki/Special:FilePath/NiimiNankichi-Portrait-ca1941-42.png,https://commons.wikimedia.org/wiki/File:NiimiNankichi-Portrait-ca1941-42.png,Q1989968
91,島崎藤村,島崎藤村,シマザキトウソン,国語,初恋などの詩で知られる作家。中学の詩の学習で作品が登場する。,http://commons.wikimedia.org/wiki/Special:FilePath/Shimazaki_Toson2.jpg,https://commons.wikimedia.org/wiki/File:Shimazaki_Toson2.jpg,Q1093783
92,森鴎外,森鴎外,モリオウガイ,国語,舞姫や高瀬舟の作者。中学の国語で漱石と並ぶ明治の文豪として習う。,http://commons.wikimedia.org/wiki/Special:FilePath/Mori_Ogai_in_the_atelier_of_Sculptor_Takeishi_Kozaburo_in_1916.jpg,https://commons.wikimedia.org/wiki/File:Mori_Ogai_in_the_atelier_of_Sculptor_Takeishi_Kozaburo_in_1916.jpg,Q356960
93,石川啄木,石川啄木,イシカワタクボク,国語,三行書きの短歌で知られる歌人。中学の短歌の学習で作品を読む。,http://commons.wikimedia.org/wiki/Special:FilePath/Takuboku_Ishikawa.jpg,https://commons.wikimedia.org/wiki/File:Takuboku_Ishikawa.jpg,Q467747
94,正岡子規,正岡子規,マサオカシキ,国語,俳句と短歌を革新した明治の人物。中学の俳句の学習で登場する。,http://commons.wikimedia.org/wiki/Special:FilePath/Masaoka_Shiki.jpg,https://commons.wikimedia.org/wiki/File:Masaoka_Shiki.jpg,Q315152
95,与謝野晶子,与謝野晶子,ヨサノアキコ,国語,みだれ髪の歌人。中学の短歌の学習で情熱的な作品を読む歌人。,http://commons.wikimedia.org/wiki/Special:FilePath/Akiko_Yosano_younger.jpg,https://commons.wikimedia.org/wiki/File:Akiko_Yosano_younger.jpg,Q464104
96,樋口一葉,樋口一葉,ヒグチイチヨウ,国語,たけくらべの作者。中学の国語で明治の女性作家として紹介される。,http://commons.wikimedia.org/wiki/Special:FilePath/Higuchi_Ichiyou.png,https://commons.wikimedia.org/wiki/File:Higuchi_Ichiyou.png,Q237948
97,中原中也,中原中也,ナカハラチュウヤ,国語,汚れつちまつた悲しみになどの詩人。中学の詩の学習で読まれる。,http://commons.wikimedia.org/wiki/Special:FilePath/Nakahara_Chuya.jpg,https://commons.wikimedia.org/wiki/File:Nakahara_Chuya.jpg,Q278215
98,故事成語,故事成語,コジセイゴ,国語,中国の古い出来事からできた言葉。中学の漢文の単元でまとめて学ぶ。,https://github.com/soramimic/soramimic-wordlists/releases/download/gimukyoiku-image-v1/gk_2adc479bd4.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/gimukyoiku-image-v1,
99,矛盾,矛盾,ムジュン,国語,つじつまが合わないこと。中学の漢文で盾と矛の話として習う故事成語。,https://github.com/soramimic/soramimic-wordlists/releases/download/gimukyoiku-image-v1/gk_2b078f35f3.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/gimukyoiku-image-v1,
100,五十歩百歩,五十歩百歩,ゴジッポヒャッポ,国語,大した違いがないこと。中学の漢文で孟子の話として学ぶ言葉。,https://github.com/soramimic/soramimic-wordlists/releases/download/gimukyoiku-image-v1/gk_19dcf47957.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/gimukyoiku-image-v1,
101,蛇足,蛇足,ダソク,国語,余計な付け足しのこと。蛇の足を描いた話として漢文で習う故事成語。,https://github.com/soramimic/soramimic-wordlists/releases/download/gimukyoiku-image-v1/gk_17fac6b14a.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/gimukyoiku-image-v1,
102,推敲,推敲,スイコウ,国語,文章を何度も練り直すこと。詩の字に悩んだ話から生まれた故事成語。,https://github.com/soramimic/soramimic-wordlists/releases/download/gimukyoiku-image-v1b/gk_d8b96d3481.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/gimukyoiku-image-v1b,
103,四面楚歌,四面楚歌,シメンソカ,国語,周りが敵ばかりの状況。項羽の話から生まれた故事成語として習う。,https://github.com/soramimic/soramimic-wordlists/releases/download/gimukyoiku-image-v1b/gk_e6611d33d9.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/gimukyoiku-image-v1b,
104,漁夫の利,漁夫の利,ギョフノリ,国語,二者が争う間に別の者が利益を得ること。中学の漢文で学ぶ故事成語。,https://github.com/soramimic/soramimic-wordlists/releases/download/gimukyoiku-image-v1/gk_0a6eb4c76e.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/gimukyoiku-image-v1,
105,背水の陣,背水の陣,ハイスイノジン,国語,後がない覚悟で事に当たること。韓信の故事から生まれた言葉。,https://github.com/soramimic/soramimic-wordlists/releases/download/gimukyoiku-image-v1/gk_3edbc97b6a.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/gimukyoiku-image-v1,
106,温故知新,温故知新,オンコチシン,国語,古いことを学んで新しい知識を得ること。論語から生まれた四字熟語。,https://github.com/soramimic/soramimic-wordlists/releases/download/gimukyoiku-image-v1b/gk_f4961ccf19.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/gimukyoiku-image-v1b,
107,井の中の蛙,井の中の蛙,イノナカノカワズ,国語,狭い世界しか知らないこと。中学の国語で故事成語として習う。,https://github.com/soramimic/soramimic-wordlists/releases/download/gimukyoiku-image-v1/gk_65df6a311a.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/gimukyoiku-image-v1,
108,塞翁が馬,塞翁が馬,サイオウガウマ,国語,幸不幸は予測できないという教え。漢文の故事成語として学ぶ言葉。,https://github.com/soramimic/soramimic-wordlists/releases/download/gimukyoiku-image-v1b/gk_a34d35ca3e.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/gimukyoiku-image-v1b,
109,呉越同舟,呉越同舟,ゴエツドウシュウ,国語,仲の悪い者が同じ場に居合わせること。中国の故事に基づく言葉。,https://github.com/soramimic/soramimic-wordlists/releases/download/gimukyoiku-image-v1b/gk_be45076a8e.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/gimukyoiku-image-v1b,
110,大化の改新,大化の改新,タイカノカイシン,社会,中大兄皇子らが蘇我氏を倒し天皇中心の国づくりを進めた政治改革。,https://github.com/soramimic/soramimic-wordlists/releases/download/gimukyoiku-image-v1b/gk_c3ef382dc9.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/gimukyoiku-image-v1b,
111,墾田永年私財法,墾田永年私財法,コンデンエイネンシザイホウ,社会,奈良時代に開墾地の永久私有を認めた法で荘園の始まりとして習う。,https://github.com/soramimic/soramimic-wordlists/releases/download/gimukyoiku-image-v1b/gk_8391b2df1e.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/gimukyoiku-image-v1b,
112,御成敗式目,御成敗式目,ゴセイバイシキモク,社会,北条泰時が定めた武士による最初の法令として鎌倉時代に登場する。,http://commons.wikimedia.org/wiki/Special:FilePath/Goseibai_Shikimoku_Toyo_Bunko.jpg,https://commons.wikimedia.org/wiki/File:Goseibai_Shikimoku_Toyo_Bunko.jpg,Q63889
113,参勤交代,参勤交代,サンキンコウタイ,社会,江戸幕府が大名に江戸と領地を往復させた制度で大名の財政を圧迫した。,http://commons.wikimedia.org/wiki/Special:FilePath/Tokugawa_Seiseiroku_001.jpg,https://commons.wikimedia.org/wiki/File:Tokugawa_Seiseiroku_001.jpg,Q1151844
114,楽市楽座,楽市楽座,ラクイチラクザ,社会,織田信長が城下町で税や座の特権を廃し商工業を活発にした政策。,http://commons.wikimedia.org/wiki/Special:FilePath/Kannonjij28.jpg,https://commons.wikimedia.org/wiki/File:Kannonjij28.jpg,Q11120786
115,太閤検地,太閤検地,タイコウケンチ,社会,豊臣秀吉が全国の田畑を調べ石高を定めた土地調査として習う。,http://commons.wikimedia.org/wiki/Special:FilePath/%E5%B0%BE%E5%BC%B5%E5%9B%BD%E6%B5%B7%E6%9D%B1%E9%83%A1%E5%86%85%E6%B4%A5%E5%B3%B6%E5%8C%97%E5%8F%A3%E5%BE%A1%E6%A4%9C%E5%9C%B0%E5%B8%B3%EF%BC%88%E7%A7%80%E5%90%89%E6%B8%85%E6%AD%A3%E8%A8%98%E5%BF%B5%E9%A4%A8%EF%BC%89.jpg,https://commons.wikimedia.org/wiki/File:%E5%B0%BE%E5%BC%B5%E5%9B%BD%E6%B5%B7%E6%9D%B1%E9%83%A1%E5%86%85%E6%B4%A5%E5%B3%B6%E5%8C%97%E5%8F%A3%E5%BE%A1%E6%A4%9C%E5%9C%B0%E5%B8%B3%EF%BC%88%E7%A7%80%E5%90%89%E6%B8%85%E6%AD%A3%E8%A8%98%E5%BF%B5%E9%A4%A8%EF%BC%89.jpg,Q8193888
116,刀狩,刀狩,カタナガリ,社会,豊臣秀吉が農民から武器を取り上げ兵農分離を進めた政策。,https://github.com/soramimic/soramimic-wordlists/releases/download/gimukyoiku-image-v1/gk_366685277c.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/gimukyoiku-image-v1,
117,班田収授法,班田収授法,ハンデンシュウジュノホウ,社会,律令制で戸籍にもとづき口分田を与えた土地制度として登場する。,https://github.com/soramimic/soramimic-wordlists/releases/download/gimukyoiku-image-v1/gk_159812dfd4.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/gimukyoiku-image-v1,
118,冠位十二階,冠位十二階,カンイジュウニカイ,社会,聖徳太子が家柄によらず才能で役人を登用するために定めた制度。,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait_of_Prince_Sh%C5%8Dtoku_and_Two_Princes%28cropped%29.png,https://commons.wikimedia.org/wiki/File:Portrait_of_Prince_Sh%C5%8Dtoku_and_Two_Princes%28cropped%29.png,Q2448809
119,十七条の憲法,十七条の憲法,ジュウシチジョウノケンポウ,社会,聖徳太子が役人の心構えを示した法で和を重んじる内容が有名。,https://github.com/soramimic/soramimic-wordlists/releases/download/gimukyoiku-image-v1/gk_3e634480e3.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/gimukyoiku-image-v1,
120,遣唐使,遣唐使,ケントウシ,社会,奈良平安時代に唐の文化や制度を学ぶため中国へ送られた使節。,http://commons.wikimedia.org/wiki/Special:FilePath/Japanese_embassy_to_the_Tang_court.jpg,https://commons.wikimedia.org/wiki/File:Japanese_embassy_to_the_Tang_court.jpg,Q262529
121,平安京,平安京,ヘイアンキョウ,社会,桓武天皇が京都に移した都で平安時代の始まりとして習う。,http://commons.wikimedia.org/wiki/Special:FilePath/Heiankyouhukugenmokei.jpg,https://commons.wikimedia.org/wiki/File:Heiankyouhukugenmokei.jpg,Q751907
122,摂関政治,摂関政治,セッカンセイジ,社会,藤原氏が摂政や関白として天皇を補佐し実権を握った政治。,https://github.com/soramimic/soramimic-wordlists/releases/download/gimukyoiku-image-v1b/gk_8371fefa8d.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/gimukyoiku-image-v1b,
123,院政,院政,インセイ,社会,上皇が天皇に代わって政治を行った仕組みで白河上皇が始めた。,http://commons.wikimedia.org/wiki/Special:FilePath/%E7%99%BD%E6%B2%B3%E4%B8%8A%E7%9A%87%E3%81%AE%E5%BE%A1%E5%B9%B8.jpg,https://commons.wikimedia.org/wiki/File:%E7%99%BD%E6%B2%B3%E4%B8%8A%E7%9A%87%E3%81%AE%E5%BE%A1%E5%B9%B8.jpg,Q865416
124,鎌倉幕府,鎌倉幕府,カマクラバクフ,社会,源頼朝が開いた日本初の武家政権として歴史で学ぶ。,http://commons.wikimedia.org/wiki/Special:FilePath/Sasa_Rindo.svg,https://commons.wikimedia.org/wiki/File:Sasa_Rindo.svg,Q736839
125,元寇,元寇,ゲンコウ,社会,鎌倉時代に元軍が二度日本に攻めてきた出来事で暴風雨も習う。,http://commons.wikimedia.org/wiki/Special:FilePath/M%C5%8Dko_Sh%C5%ABrai_Ekotoba.jpg,https://commons.wikimedia.org/wiki/File:M%C5%8Dko_Sh%C5%ABrai_Ekotoba.jpg,Q208156
126,応仁の乱,応仁の乱,オウニンノラン,社会,京都を戦場に十一年続いた内乱で戦国時代の始まりとされる。,http://commons.wikimedia.org/wiki/Special:FilePath/Shinnyod%C5%8D_engi%2C_vol.3_%28part%29.jpg,https://commons.wikimedia.org/wiki/File:Shinnyod%C5%8D_engi%2C_vol.3_%28part%29.jpg,Q385676
127,鉄砲伝来,鉄砲伝来,テッポウデンライ,社会,種子島にポルトガル人が漂着し火縄銃が伝わった出来事。,https://github.com/soramimic/soramimic-wordlists/releases/download/gimukyoiku-image-v1b/gk_ee352774f0.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/gimukyoiku-image-v1b,
128,関ヶ原の戦い,関ヶ原の戦い,セキガハラノタタカイ,社会,徳川家康が勝利し江戸幕府成立につながった天下分け目の戦い。,http://commons.wikimedia.org/wiki/Special:FilePath/Sekigaharascreen.jpg,https://commons.wikimedia.org/wiki/File:Sekigaharascreen.jpg,Q234188
129,鎖国,鎖国,サコク,社会,江戸幕府が貿易と外交を制限した体制で長崎の出島が窓口となった。,http://commons.wikimedia.org/wiki/Special:FilePath/%E5%BF%97%E7%AD%91%E5%BF%A0%E9%9B%84%E8%A8%B3%E3%80%8C%E9%8E%96%E5%9B%BD%E8%AB%96%E3%80%8D.jpg,https://commons.wikimedia.org/wiki/File:%E5%BF%97%E7%AD%91%E5%BF%A0%E9%9B%84%E8%A8%B3%E3%80%8C%E9%8E%96%E5%9B%BD%E8%AB%96%E3%80%8D.jpg,Q332075
130,島原の乱,島原の乱,シマバラノラン,社会,キリスト教徒と農民が起こした一揆で幕府の禁教強化につながった。,http://commons.wikimedia.org/wiki/Special:FilePath/Remains_of_Hara_castle.jpg,https://commons.wikimedia.org/wiki/File:Remains_of_Hara_castle.jpg,Q696217
131,享保の改革,享保の改革,キョウホウノカイカク,社会,徳川吉宗が行った財政再建の改革で目安箱などが有名。,https://github.com/soramimic/soramimic-wordlists/releases/download/gimukyoiku-image-v1b/gk_88e3150597.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/gimukyoiku-image-v1b,
132,寛政の改革,寛政の改革,カンセイノカイカク,社会,松平定信が行った江戸幕府の政治改革として習う。,https://github.com/soramimic/soramimic-wordlists/releases/download/gimukyoiku-image-v1/gk_2db04ffd4e.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/gimukyoiku-image-v1,
133,天保の改革,天保の改革,テンポウノカイカク,社会,水野忠邦が行った幕末近くの改革で株仲間解散などを実施した。,https://github.com/soramimic/soramimic-wordlists/releases/download/gimukyoiku-image-v1/gk_7939109519.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/gimukyoiku-image-v1,
134,黒船来航,黒船来航,クロフネライコウ,社会,ペリー率いる艦隊が浦賀に来て開国を求めた出来事。,http://commons.wikimedia.org/wiki/Special:FilePath/UB_Maastricht_-_Heine_1856_-_Perry_Commissionarissen.jpg,https://commons.wikimedia.org/wiki/File:UB_Maastricht_-_Heine_1856_-_Perry_Commissionarissen.jpg,Q7169780
135,日米修好通商条約,日米修好通商条約,ニチベイシュウコウツウショウジョウヤク,社会,関税自主権がない不平等条約として幕末に結ばれた。,http://commons.wikimedia.org/wiki/Special:FilePath/Treaty_of_Amity_and_Commerce_between_Japan_and_the_United_States_29_July_1858.jpg,https://commons.wikimedia.org/wiki/File:Treaty_of_Amity_and_Commerce_between_Japan_and_the_United_States_29_July_1858.jpg,Q1194699
